"COUNTRY","Country","ISC11_LEVEL_CAT","Education level and programe orientation","INDICATOR","Indicator","EXPENDITURE_TYPE","Type of expenditure","REF_SECTOR","Source of funds","COUNTERPART_SECTOR","Institution type","YEAR","Year","Value","Flag Codes","Flags"
"BEL","Belgium","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",9777.243,,
"BEL","Belgium","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BEL","Belgium","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",0,,
"BEL","Belgium","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"AUS","Australia","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",12343.729,,
"AUS","Australia","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"SVN","Slovenia","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"SVN","Slovenia","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"MEX","Mexico","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"MEX","Mexico","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NOR","Norway","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",0,,
"NOR","Norway","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",0,"w","Includes data from another category"
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"CZE","Czech Republic","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",6480.795,,
"CZE","Czech Republic","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GBR","United Kingdom","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",10248.823,,
"GBR","United Kingdom","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"ISR","Israel","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"ISR","Israel","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"POL","Poland","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"POL","Poland","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"SWE","Sweden","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",0,,
"SWE","Sweden","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BRA","Brazil","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",3985.849,"w","Includes data from another category"
"BRA","Brazil","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LVA","Latvia","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"LVA","Latvia","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BRA","Brazil","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",4450.51,,
"BRA","Brazil","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"IRL","Ireland","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",5939.959,,
"IRL","Ireland","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"KOR","Korea","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",9051.349,,
"KOR","Korea","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NOR","Norway","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",14353.281,,
"NOR","Norway","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LTU","Lithuania","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",250.153,,
"LTU","Lithuania","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"ISL","Iceland","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",13719.527,,
"ISL","Iceland","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"IRL","Ireland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"IRL","Ireland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GRC","Greece","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"GRC","Greece","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BRA","Brazil","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"BRA","Brazil","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",9484.478,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"IRL","Ireland","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"IRL","Ireland","L1T4","Primary, secondary education and post-secondary non-tertiary education","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BEL","Belgium","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"BEL","Belgium","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"MEX","Mexico","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",2731.206,,
"MEX","Mexico","L0","Early childhood education  (ISCED2011 level 0)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BEL","Belgium","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",0,"w","Includes data from another category"
"BEL","Belgium","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"HUN","Hungary","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",7244.672,,
"HUN","Hungary","L3","Upper secondary education (ISCED2011 level 3)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BRA","Brazil","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"BRA","Brazil","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"EST","Estonia","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"EST","Estonia","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LUX","Luxembourg","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",1380.431,,
"LUX","Luxembourg","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"KOR","Korea","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"KOR","Korea","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"CAN","Canada","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"CAN","Canada","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GRC","Greece","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"GRC","Greece","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NLD","Netherlands","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"NLD","Netherlands","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"RUS","Russia","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",,"x","Data included in another category"
"RUS","Russia","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"AUS","Australia","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",12829.493,,
"AUS","Australia","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BEL","Belgium","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"BEL","Belgium","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NLD","Netherlands","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"NLD","Netherlands","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LTU","Lithuania","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",6392.901,,
"LTU","Lithuania","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"SWE","Sweden","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",14211.766,,
"SWE","Sweden","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"KOR","Korea","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",16560.481,,
"KOR","Korea","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"AUT","Austria","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",601.101,,
"AUT","Austria","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"DEU","Germany","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",271.585,,
"DEU","Germany","L1","Primary education (ISCED2011 level 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"DEU","Germany","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",21261.045,,
"DEU","Germany","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"NZL","New Zealand","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"NZL","New Zealand","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"JPN","Japan","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",7499.035,,
"JPN","Japan","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"MEX","Mexico","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",8169.657,,
"MEX","Mexico","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"BEL","Belgium","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2015","2015",8799.389,,
"BEL","Belgium","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PUB","Public educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"USA","United States","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
"USA","United States","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"AUS","Australia","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",14306.853,,
"AUS","Australia","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"FIN","Finland","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"FIN","Finland","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","CORE_SER_OECD","Core services OECD","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"GRC","Greece","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",5470.17,,
"GRC","Greece","L1T8","ISCED2011 levels 1 to 8","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"CZE","Czech Republic","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",599.573,,
"CZE","Czech Republic","L2","Lower secondary education (ISCED2011 level 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"LTU","Lithuania","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"LTU","Lithuania","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","FIN_PERSTUD","Expenditure per full-time equivalent student","RD","Expenditure for R&D activities","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"TUR","Turkey","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2015","2015",,"z","Not applicable"
"TUR","Turkey","L2_C5","Lower secondary vocational education (ISCED2011 level 2 programme 5)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"IRL","Ireland","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"M","Missing value; data cannot exist"
"IRL","Ireland","L2_C4","Lower secondary general education  (ISCED2011 level 4 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"FRA","France","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2015","2015",4197.776,,
"FRA","France","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","FIN_PERSTUD","Expenditure per full-time equivalent student","T","All expenditure types","T","Total","INST_PRIV","All private educational institutions","2016","2016",,"M","Missing value; data cannot exist"
"ISL","Iceland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","FIN_PERSTUD","Expenditure per full-time equivalent student","ASERV","Expenditure for ancillary services","T","Total","INST_T","All public and private educational institutions","2015","2015",,"x","Data included in another category"
